TV,Radio,Newspaper,Sale (TV),Sale (Radio),Sale (Newspaper),Sale (TV and Newspaper),Sale (TV and Radio),Sale (Newspaper and Radio)
65.63295895,,,189.0725853,,,,,
13.81829513,,,40.35099241,,,,,
19.65823617,,,48.42842386,,,,,
36.87251707,,,118.8200296,,,,,
82.09932298,,,250.9292722,,,,,
9.710127579,,,31.92134038,,,,,
83.79449075,,,254.7725135,,,,,
9.609840789,,,49.03995798,,,,,
97.6459465,,,288.2491976,,,,,
46.86512016,,,118.5809476,,,,,
97.67610882,,,295.0213284,,,,,
60.48455197,,,180.9476205,,,,,
73.92635794,,,216.6038834,,,,,
3.918779225,,,1.968039083,,,,,
28.28069626,,,80.45019355,,,,,
12.01965612,,,37.87235266,,,,,
29.61401975,,,83.81389225,,,,,
11.8727719,,,59.74285248,,,,,
31.79831794,,,85.78991,,,,,
41.42629945,,,116.3477247,,,,,
6.414749635,,,0,,,,,
69.24721194,,,210.25648,,,,,
56.66014542,,,149.81637,,,,,
26.53894909,,,74.22230095,,,,,
52.32480535,,,154.2177107,,,,,
9.394051076,,,21.08487357,,,,,
57.59464956,,,190.1726754,,,,,
92.92961976,,,288.7328032,,,,,
31.85689525,,,108.7620545,,,,,
66.741038,,,191.3989258,,,,,
13.17978624,,,50.82529937,,,,,
71.63272041,,,219.8581707,,,,,
28.94060929,,,94.53588737,,,,,
18.3191362,,,65.25179689,,,,,
58.65129348,,,166.866248,,,,,
2.010754619,,,1.789087646,,,,,
82.89400292,,,257.3079689,,,,,
0.469547619,,,0,,,,,
67.78165368,,,218.4782419,,,,,
27.00079732,,,86.5337126,,,,,
73.51940221,,,220.101167,,,,,
96.21885451,,,290.8616401,,,,,
24.87531435,,,64.32659022,,,,,
57.61573344,,,169.3477667,,,,,
59.20419313,,,188.6154228,,,,,
57.22519058,,,184.6557915,,,,,
22.30816326,,,93.88673032,,,,,
95.27490115,,,285.0854568,,,,,
44.71253786,,,127.5520839,,,,,
84.64086725,,,248.7802621,,,,,
69.94792753,,,199.6633638,,,,,
29.74369509,,,88.4525377,,,,,
81.37978197,,,247.9666702,,,,,
39.65057408,,,118.6092994,,,,,
88.11031971,,,275.2944276,,,,,
58.12728726,,,172.0397038,,,,,
88.17353619,,,261.046102,,,,,
69.25315901,,,201.9467923,,,,,
72.52542798,,,201.2499387,,,,,
50.13243819,,,134.7196373,,,,,
95.60836347,,,275.0335111,,,,,
64.39901992,,,206.2113405,,,,,
42.38550486,,,136.1091173,,,,,
60.63932141,,,195.6676049,,,,,
1.919319831,,,0,,,,,
30.15748167,,,70.7861981,,,,,
66.01735375,,,191.451498,,,,,
29.00776072,,,88.7814717,,,,,
61.8015429,,,190.3915314,,,,,
42.87687009,,,139.1103318,,,,,
13.54740642,,,43.48501597,,,,,
29.8282326,,,106.9113856,,,,,
56.99649107,,,168.7634164,,,,,
59.08727612,,,168.1310362,,,,,
57.43252488,,,155.4853925,,,,,
65.32008199,,,187.0705324,,,,,
65.210327,,,198.0521606,,,,,
43.14184354,,,120.5383281,,,,,
89.65465959,,,278.3314034,,,,,
36.756187,,,124.3918381,,,,,
43.58649253,,,107.0636085,,,,,
89.1923355,,,276.2175295,,,,,
80.6193989,,,219.4621561,,,,,
70.38885835,,,215.1815656,,,,,
10.02268873,,,42.31677184,,,,,
91.94826137,,,276.4933452,,,,,
71.42412995,,,201.4754981,,,,,
99.88470066,,,293.7997899,,,,,
14.94483047,,,42.21803694,,,,,
86.81260574,,,258.6153694,,,,,
16.24929347,,,46.718912,,,,,
61.55595643,,,183.5690415,,,,,
12.38199828,,,39.28079534,,,,,
84.80082293,,,242.3167323,,,,,
80.73189587,,,239.7754893,,,,,
56.91007386,,,185.9128333,,,,,
40.71832972,,,118.3085349,,,,,
6.916699546,,,16.3117377,,,,,
69.74287731,,,220.010605,,,,,
45.35426827,,,110.4709581,,,,,
72.20555995,,,228.4304659,,,,,
86.63823259,,,253.5956602,,,,,
97.5521505,,,294.2957372,,,,,
85.58033424,,,257.7042163,,,,,
1.171408419,,,12.93890645,,,,,
35.99780645,,,105.3174719,,,,,
72.99905624,,,212.2169109,,,,,
17.16296773,,,64.46736108,,,,,
52.10366062,,,132.6692437,,,,,
5.433798834,,,16.50473832,,,,,
19.99965249,,,46.51970324,,,,,
1.852179446,,,0,,,,,
79.36977034,,,258.2218778,,,,,
22.39246881,,,66.73145215,,,,,
34.53516807,,,105.5562012,,,,,
92.80812935,,,260.6087595,,,,,
70.44144019,,,204.033874,,,,,
3.183892953,,,11.51725287,,,,,
16.46941565,,,52.95582388,,,,,
62.14784015,,,192.612386,,,,,
57.72285886,,,173.2548556,,,,,
23.78928214,,,76.6378885,,,,,
93.42139979,,,284.8020185,,,,,
61.3965956,,,165.8923827,,,,,
53.5632803,,,161.0598981,,,,,
58.99099764,,,184.652017,,,,,
73.01220295,,,224.9354071,,,,,
31.19449955,,,89.94491054,,,,,
39.82210622,,,111.4100536,,,,,
20.9843749,,,51.77000545,,,,,
18.61930059,,,54.54736165,,,,,
94.437239,,,294.6425158,,,,,
73.9550795,,,202.3471975,,,,,
49.04588086,,,140.5387253,,,,,
22.7414628,,,56.82636384,,,,,
25.43564818,,,84.15651974,,,,,
5.802916032,,,11.86565183,,,,,
43.44166256,,,125.6186111,,,,,
31.1795882,,,91.3692689,,,,,
69.63434888,,,213.3569792,,,,,
37.77518393,,,109.4016618,,,,,
17.96036776,,,23.41967272,,,,,
2.467872839,,,12.83673743,,,,,
6.724963146,,,24.56531902,,,,,
67.93927735,,,201.6224218,,,,,
45.36968446,,,125.2686872,,,,,
53.65792111,,,164.4915644,,,,,
89.6671293,,,272.7937432,,,,,
99.03389474,,,292.4013554,,,,,
21.68969844,,,62.90178061,,,,,
66.30782031,,,189.6218959,,,,,
26.33223767,,,77.2108221,,,,,
2.065099947,,,0,,,,,
75.83786538,,,231.6867844,,,,,
32.00171508,,,86.56146034,,,,,
38.34638942,,,117.4201997,,,,,
58.83171136,,,162.4355049,,,,,
83.10484552,,,243.4139601,,,,,
62.89818436,,,187.589659,,,,,
87.26506554,,,245.1881985,,,,,
27.35420348,,,83.21408918,,,,,
79.80468339,,,235.6225745,,,,,
18.56359443,,,38.26722131,,,,,
95.2791657,,,272.8050696,,,,,
68.74882764,,,212.2976838,,,,,
21.55076771,,,73.60786299,,,,,
94.73705905,,,282.8920907,,,,,
73.08558068,,,223.3043602,,,,,
25.39416426,,,78.42092841,,,,,
21.33119774,,,67.28982303,,,,,
51.82007139,,,168.3200543,,,,,
2.566271805,,,0,,,,,
20.74700754,,,69.00562996,,,,,
42.46854688,,,123.5855511,,,,,
37.41699803,,,110.0084048,,,,,
46.35754244,,,136.05013,,,,,
27.76287063,,,79.53714072,,,,,
58.67843465,,,163.773342,,,,,
86.38556059,,,260.9900738,,,,,
11.7531856,,,51.96898712,,,,,
51.73791072,,,154.6524019,,,,,
13.20681063,,,39.60658148,,,,,
71.68596812,,,208.184914,,,,,
39.60597028,,,117.6431654,,,,,
56.54213119,,,174.2880578,,,,,
18.32798362,,,51.28152646,,,,,
14.48477593,,,38.91628739,,,,,
48.80562806,,,150.4495296,,,,,
35.56127378,,,97.50377366,,,,,
94.04319453,,,284.6545498,,,,,
76.53252538,,,237.8007941,,,,,
74.86636199,,,238.1985714,,,,,
90.37197397,,,270.2121019,,,,,
8.342243544,,,38.70270303,,,,,
55.21924699,,,176.0018398,,,,,
58.4476069,,,165.3806943,,,,,
96.19363785,,,276.4015284,,,,,
29.21475268,,,84.59462166,,,,,
24.08287799,,,82.5379889,,,,,
10.02939423,,,29.3653126,,,,,
1.642962959,,,0,,,,,
92.95293168,,,294.3812268,,,,,
66.99165466,,,203.8440089,,,,,
78.5152912,,,212.3399308,,,,,
28.17301058,,,87.69063799,,,,,
58.64101662,,,181.123456,,,,,
6.395526612,,,21.44266638,,,,,
48.56275959,,,150.1853998,,,,,
97.74951397,,,292.5757858,,,,,
87.65052453,,,249.7676149,,,,,
33.81589518,,,97.74064552,,,,,
96.15701545,,,279.0148884,,,,,
23.17016265,,,60.18307883,,,,,
94.93188224,,,272.1649632,,,,,
94.13777047,,,286.9382023,,,,,
79.92025874,,,240.7397377,,,,,
63.04479369,,,184.6527274,,,,,
87.42879666,,,255.7930107,,,,,
29.30202845,,,87.6718543,,,,,
84.89435553,,,265.4750139,,,,,
61.78766919,,,165.3208504,,,,,
1.323685776,,,7.739822536,,,,,
34.72335179,,,98.71293564,,,,,
14.81408609,,,25.59639983,,,,,
98.18293898,,,275.0917861,,,,,
47.8370307,,,134.3832572,,,,,
49.73913655,,,151.4125052,,,,,
63.94725164,,,195.7723843,,,,,
36.85846061,,,101.1855661,,,,,
13.69002717,,,51.24029142,,,,,
82.21177332,,,260.8651549,,,,,
18.98479119,,,60.91523942,,,,,
51.13189825,,,147.4816681,,,,,
22.4317029,,,78.53930054,,,,,
9.784448449,,,36.9073023,,,,,
86.21915174,,,267.3315293,,,,,
97.2919489,,,285.31121,,,,,
96.08346581,,,259.9048524,,,,,
90.65554992,,,293.13456,,,,,
77.40473327,,,216.1054158,,,,,
33.3145152,,,99.58586489,,,,,
8.110138999,,,48.13787051,,,,,
40.72411714,,,125.478119,,,,,
23.22341422,,,79.16270739,,,,,
13.24876348,,,24.72232473,,,,,
5.342718179,,,0,,,,,
72.55943642,,,212.3512813,,,,,
1.142745863,,,14.33573493,,,,,
77.05807485,,,227.7117301,,,,,
14.69466454,,,36.13763041,,,,,
7.952208259,,,25.83629768,,,,,
8.960303424,,,37.70026246,,,,,
67.20478074,,,187.1649402,,,,,
24.53672099,,,61.50473301,,,,,
42.05394667,,,118.2751475,,,,,
55.73687913,,,178.1570211,,,,,
86.05511738,,,260.5135674,,,,,
72.70442627,,,239.4348129,,,,,
27.03279052,,,90.46282883,,,,,
13.14827993,,,39.09388802,,,,,
5.537432042,,,29.26307451,,,,,
30.15986345,,,92.59456047,,,,,
26.21181492,,,71.58623125,,,,,
45.61405668,,,143.6419185,,,,,
68.32813355,,,198.0211341,,,,,
69.56254456,,,205.7836627,,,,,
28.35188466,,,98.33348093,,,,,
37.99269559,,,112.9652719,,,,,
18.11509617,,,46.31387465,,,,,
78.85455123,,,231.9202768,,,,,
5.684807643,,,27.27232879,,,,,
69.69972417,,,203.5737658,,,,,
77.86953959,,,229.7399103,,,,,
77.74075618,,,228.1193412,,,,,
25.94225643,,,79.66602425,,,,,
37.38131379,,,108.2890438,,,,,
58.75996352,,,160.2615301,,,,,
27.28219024,,,72.97476131,,,,,
37.08527992,,,101.9279494,,,,,
19.70542802,,,71.5494779,,,,,
45.98558838,,,146.0835055,,,,,
4.461230125,,,19.25628417,,,,,
79.97958846,,,234.8851822,,,,,
7.695644699,,,14.92901868,,,,,
51.88351488,,,150.5753686,,,,,
30.68100995,,,81.52422884,,,,,
57.75429488,,,198.2348886,,,,,
95.94333408,,,265.3767858,,,,,
64.55702445,,,199.3111587,,,,,
3.536243576,,,0,,,,,
43.04024395,,,128.0772969,,,,,
51.00168523,,,143.1250363,,,,,
53.61774947,,,149.0769588,,,,,
68.13925106,,,193.0157902,,,,,
27.75960977,,,100.8286909,,,,,
12.88605655,,,37.32828542,,,,,
39.26756765,,,110.145681,,,,,
95.64057228,,,292.4795865,,,,,
18.71308918,,,56.24276067,,,,,
90.39839549,,,278.3955241,,,,,
54.38059501,,,144.8992185,,,,,
45.69114216,,,140.1094655,,,,,
88.20414102,,,272.3393714,,,,,
45.86039618,,,120.9652056,,,,,
72.41676366,,,221.7322438,,,,,
39.90253217,,,136.6694122,,,,,
90.40443929,,,271.0647408,,,,,
69.00250202,,,215.2215654,,,,,
69.96220543,,,216.5923208,,,,,
32.77204016,,,91.24106349,,,,,
75.67786427,,,227.4312602,,,,,
63.60610554,,,175.1483695,,,,,
24.00202734,,,67.49305164,,,,,
16.05388225,,,50.8185265,,,,,
79.63914745,,,246.1484473,,,,,
95.9166603,,,287.9961022,,,,,
45.81388273,,,144.6414855,,,,,
59.09841653,,,166.2661875,,,,,
85.77226442,,,256.2998205,,,,,
45.72234534,,,137.3598299,,,,,
95.18744768,,,304.0582555,,,,,
57.5751162,,,170.5836821,,,,,
82.07671207,,,241.2399698,,,,,
90.88437184,,,272.8666278,,,,,
81.55238188,,,235.4660112,,,,,
15.94144634,,,49.75187753,,,,,
62.88984391,,,185.0189796,,,,,
39.84342586,,,101.6170021,,,,,
6.271295202,,,18.2280201,,,,,
42.40322519,,,124.0342446,,,,,
25.86840669,,,61.28098705,,,,,
84.90383084,,,254.040151,,,,,
3.330462655,,,24.88494758,,,,,
95.89827219,,,292.907854,,,,,
35.53688485,,,112.7299265,,,,,
35.67068904,,,93.59709986,,,,,
1.632850268,,,9.667534494,,,,,
18.52323252,,,57.05419338,,,,,
40.12595008,,,125.6683026,,,,,
92.92914173,,,283.0137114,,,,,
9.961493022,,,16.28667181,,,,,
94.53015335,,,283.1764519,,,,,
86.94885305,,,253.2678506,,,,,
45.41623969,,,135.7478781,,,,,
32.67008818,,,89.03625526,,,,,
23.27441293,,,82.94794246,,,,,
61.44647065,,,175.7496881,,,,,
3.307459148,,,0.932955878,,,,,
1.560606445,,,5.427683399,,,,,
42.87957225,,,117.8677261,,,,,
6.807407397,,,16.17558917,,,,,
25.19409882,,,67.2826505,,,,,
22.11609153,,,80.45999524,,,,,
25.31911937,,,83.81539639,,,,,
13.10552312,,,38.74187418,,,,,
1.20362229,,,0,,,,,
11.54842971,,,44.05446529,,,,,
61.84802595,,,189.5961187,,,,,
97.42562128,,,297.2573879,,,,,
99.03450016,,,296.8415781,,,,,
40.90540954,,,105.8339283,,,,,
16.2954426,,,47.76166799,,,,,
63.87617574,,,186.303628,,,,,
49.03053465,,,153.5421567,,,,,
98.94097773,,,306.9413575,,,,,
6.530420715,,,13.0117517,,,,,
78.32344383,,,239.6541838,,,,,
28.83984973,,,103.8783392,,,,,
24.14186201,,,65.74845882,,,,,
66.25045715,,,215.5705889,,,,,
24.6063185,,,65.29309703,,,,,
66.58591176,,,199.9873328,,,,,
51.73085172,,,155.081099,,,,,
42.40889884,,,127.3416855,,,,,
55.46878087,,,158.0295622,,,,,
28.70515199,,,80.20362494,,,,,
70.65747063,,,205.295209,,,,,
41.48568693,,,127.7266868,,,,,
36.05455605,,,111.4640193,,,,,
82.86569146,,,270.8565177,,,,,
92.4966912,,,291.1999636,,,,,
4.600731089,,,8.703760845,,,,,
23.26269928,,,73.03679401,,,,,
34.85193695,,,114.5269907,,,,,
81.49664794,,,244.7959621,,,,,
98.54914276,,,294.9510125,,,,,
96.89717047,,,291.2072608,,,,,
90.49483455,,,280.15727,,,,,
29.65562651,,,80.48367429,,,,,
99.20112434,,,294.3466783,,,,,
24.94200411,,,79.53034377,,,,,
10.59061549,,,34.88631718,,,,,
95.09526111,,,287.6816109,,,,,
23.34202555,,,66.32806498,,,,,
68.97682651,,,216.6558374,,,,,
5.835635898,,,38.84559017,,,,,
73.07090991,,,223.2768847,,,,,
88.17202123,,,262.5842967,,,,,
27.24368955,,,89.28847153,,,,,
37.90568961,,,108.3257425,,,,,
37.42961833,,,104.7919515,,,,,
74.87882575,,,224.9645647,,,,,
23.78072425,,,45.51420643,,,,,
17.1853099,,,40.01642608,,,,,
44.92916487,,,131.307876,,,,,
30.44684074,,,77.80663363,,,,,
83.91891223,,,241.4303057,,,,,
23.7741826,,,66.95506443,,,,,
50.23894575,,,134.2871843,,,,,
94.25835997,,,278.7143619,,,,,
63.39976977,,,184.8466077,,,,,
86.72894055,,,260.4408737,,,,,
94.02096894,,,293.6047471,,,,,
75.07648619,,,226.9545027,,,,,
69.95750602,,,210.0831383,,,,,
96.79655666,,,291.3842146,,,,,
99.44007896,,,300.5941646,,,,,
45.18216827,,,125.3791183,,,,,
7.086977818,,,20.11318021,,,,,
29.27940314,,,90.92572185,,,,,
15.23547057,,,31.99881188,,,,,
41.74863748,,,133.9024417,,,,,
13.12893285,,,50.20055889,,,,,
60.4117804,,,174.9215813,,,,,
38.28080592,,,112.4290398,,,,,
89.53858843,,,259.8338619,,,,,
96.77946718,,,297.3322064,,,,,
54.68849017,,,153.4532476,,,,,
27.48235699,,,80.22230086,,,,,
59.22304188,,,169.0799266,,,,,
89.67611582,,,269.5378902,,,,,
40.67333458,,,104.077711,,,,,
55.20782767,,,178.8880994,,,,,
27.16527676,,,71.84976604,,,,,
45.54441495,,,137.2321917,,,,,
40.17135354,,,118.3888302,,,,,
24.84134651,,,66.90289441,,,,,
50.58663838, ,,142.8821138,,,,,
,80.02556036,,,156.5532989,,,,
,95.5568394,,,211.3483983,,,,
,31.655021,,,68.36391139,,,,
,82.68052704,,,168.9535456,,,,
,10.3990838,,,4.973222814,,,,
,63.3981653,,,149.2323495,,,,
,75.10322995,,,135.9785108,,,,
,15.5977928,,,50.41883316,,,,
,42.60023877,,,64.04991738,,,,
,89.27071642,,,192.5950872,,,,
,10.35784634,,,36.89623538,,,,
,1.80963582,,,0,,,,
,59.0585379,,,122.3428795,,,,
,43.55315405,,,92.58111383,,,,
,79.86892489,,,151.5999049,,,,
,92.34555382,,,170.1999315,,,,
,29.91536445,,,46.65355548,,,,
,38.84041172,,,83.09090563,,,,
,48.62720863,,,96.40326124,,,,
,58.81514604,,,111.9872818,,,,
,98.38538297,,,206.438446,,,,
,69.73302508,,,144.5467293,,,,
,38.95485073,,,70.35507421,,,,
,26.37676865,,,40.7415221,,,,
,94.46257184,,,194.1577611,,,,
,13.55484331,,,21.73385294,,,,
,72.02658525,,,145.0452191,,,,
,92.53950253,,,200.8419948,,,,
,66.46655865,,,137.9563997,,,,
,42.30544402,,,75.98821804,,,,
,19.89909399,,,41.40479988,,,,
,36.74753223,,,63.96861492,,,,
,70.68718094,,,157.4595834,,,,
,64.95342242,,,124.2910573,,,,
,92.79761666,,,187.6679408,,,,
,86.68609137,,,176.4495085,,,,
,81.61507523,,,164.8226551,,,,
,91.14508754,,,162.7046855,,,,
,27.63371527,,,40.80321991,,,,
,36.95235401,,,69.38120527,,,,
,37.98939038,,,79.17309909,,,,
,56.04505887,,,110.7123256,,,,
,66.82182295,,,124.0721712,,,,
,28.6716683,,,43.85909342,,,,
,1.946246731,,,0,,,,
,39.92223837,,,75.15971628,,,,
,30.85279596,,,66.83395649,,,,
,94.2184719,,,185.1737592,,,,
,88.82650405,,,183.6800847,,,,
,86.03106783,,,166.115638,,,,
,65.29997609,,,128.0403755,,,,
,34.42891647,,,65.37736914,,,,
,54.88492674,,,101.9461838,,,,
,81.52250407,,,169.2961947,,,,
,9.861036872,,,11.58611377,,,,
,80.10748803,,,154.998561,,,,
,4.117979133,,,7.504761806,,,,
,81.64210312,,,150.3104097,,,,
,80.75638042,,,158.2634112,,,,
,5.100730883,,,3.088398168,,,,
,62.71607115,,,121.5506004,,,,
,50.24530743,,,99.89133484,,,,
,16.98195032,,,25.9647644,,,,
,14.83789377,,,27.47502974,,,,
,77.32591261,,,167.7385127,,,,
,56.76927488,,,113.2805642,,,,
,98.29991349,,,208.0524487,,,,
,98.22477773,,,199.9144999,,,,
,99.26669935,,,206.2750048,,,,
,11.86155184,,,15.97851399,,,,
,93.8256137,,,188.700299,,,,
,24.4569609,,,50.25305103,,,,
,45.82122598,,,85.51619456,,,,
,75.74065558,,,143.2530279,,,,
,20.36209321,,,25.82153254,,,,
,56.63116056,,,128.2237175,,,,
,18.58167482,,,27.43932075,,,,
,10.47361067,,,34.40943207,,,,
,11.65586124,,,18.63679075,,,,
,35.76390348,,,62.90287397,,,,
,0.465483684,,,7.15615877,,,,
,42.48539212,,,78.65886482,,,,
,66.41971051,,,138.5240102,,,,
,40.1688185,,,77.00951935,,,,
,8.579460052,,,21.96316507,,,,
,6.268886202,,,2.855911766,,,,
,27.81165128,,,63.93681313,,,,
,16.93126905,,,38.74226494,,,,
,96.50949732,,,183.8224877,,,,
,15.1230225,,,56.6754022,,,,
,80.54624374,,,166.4937177,,,,
,58.61079417,,,140.1262591,,,,
,56.928692,,,129.8600622,,,,
,51.20807159,,,100.5277954,,,,
,97.17630761,,,190.2298977,,,,
,36.38447751,,,68.73436318,,,,
,78.7915751,,,139.2828647,,,,
,55.52941075,,,104.1004703,,,,
,39.56336676,,,81.59439376,,,,
,95.54659333,,,206.3527623,,,,
,59.83159694,,,111.935475,,,,
,11.89169421,,,32.60395442,,,,
,41.7539201,,,70.98190678,,,,
,78.15817277,,,150.4531453,,,,
,69.37470232,,,134.1729987,,,,
,91.63403298,,,186.9861768,,,,
,25.93773841,,,56.4485733,,,,
,75.81937164,,,161.2621607,,,,
,45.98752074,,,99.68341108,,,,
,57.3609747,,,117.1536315,,,,
,95.5046681,,,194.9129856,,,,
,97.928632,,,211.7425709,,,,
,86.15909639,,,167.208931,,,,
,35.90970877,,,79.56670074,,,,
,88.77008357,,,159.4587279,,,,
,63.86091776,,,131.835178,,,,
,42.99967805,,,81.16686067,,,,
,3.57426825,,,7.174248324,,,,
,77.01281242,,,164.4264873,,,,
,50.21055807,,,102.0675542,,,,
,78.61884995,,,166.0895753,,,,
,74.80227993,,,164.342208,,,,
,79.3567368,,,162.6044133,,,,
,30.06511587,,,71.84064239,,,,
,80.07985991,,,156.89411,,,,
,54.88463285,,,109.6871669,,,,
,47.33262004,,,89.43904593,,,,
,67.51259138,,,145.4549587,,,,
,2.135868294,,,8.412650126,,,,
,10.23168159,,,15.39101856,,,,
,29.21773652,,,59.98216137,,,,
,98.299011,,,207.0137059,,,,
,13.97457789,,,27.55647586,,,,
,33.05963008,,,56.62993204,,,,
,5.105306469,,,11.5297305,,,,
,33.12688803,,,46.44812015,,,,
,32.03262865,,,71.75296375,,,,
,94.68071709,,,185.1481583,,,,
,84.5154087,,,164.33771,,,,
,38.27642192,,,85.30980064,,,,
,2.476905804,,,0,,,,
,83.1031114,,,185.6772092,,,,
,66.05361771,,,127.304815,,,,
,15.23644837,,,25.2403873,,,,
,99.6071271,,,209.4265016,,,,
,10.02334374,,,27.13364022,,,,
,86.71145416,,,197.9352055,,,,
,29.42661641,,,56.74117299,,,,
,43.53534663,,,85.86662688,,,,
,79.54565268,,,144.2981456,,,,
,67.7508356,,,132.1806484,,,,
,93.78643744,,,180.3585619,,,,
,62.11403255,,,119.740395,,,,
,9.781016148,,,2.12015473,,,,
,88.43603632,,,193.4781482,,,,
,76.9155525,,,139.6650702,,,,
,71.18704509,,,114.3520622,,,,
,5.373354735,,,0,,,,
,39.62227447,,,73.2061534,,,,
,16.74358195,,,21.99162326,,,,
,82.19039084,,,175.3638171,,,,
,70.05286228,,,138.7273328,,,,
,88.30775973,,,176.8693755,,,,
,96.65751069,,,199.418939,,,,
,77.47476142,,,157.8096481,,,,
,99.42330832,,,208.6322896,,,,
,61.47698861,,,111.8592017,,,,
,3.712960389,,,1.950739771,,,,
,1.425151515,,,9.509974491,,,,
,34.21038752,,,43.07523042,,,,
,82.34717191,,,150.942499,,,,
,86.61347063,,,178.2368636,,,,
,96.08125288,,,187.3600154,,,,
,6.512146855,,,22.38536921,,,,
,4.457111099,,,17.00602517,,,,
,91.32835964,,,170.6757905,,,,
,30.50466984,,,65.07591055,,,,
,55.79874006,,,123.6144587,,,,
,98.2444883,,,197.9633206,,,,
,40.04485347,,,70.31505817,,,,
,66.58713983,,,141.9681791,,,,
,40.08795636,,,86.53015799,,,,
,76.81946645,,,159.0650407,,,,
,52.77147256,,,112.702334,,,,
,23.7523138,,,17.55849899,,,,
,27.13061013,,,63.07059586,,,,
,25.80592125,,,69.69316061,,,,
,53.23203283,,,110.8304504,,,,
,70.3189016,,,142.5650932,,,,
,94.92799,,,196.8203667,,,,
,69.40873751,,,142.1997298,,,,
,78.1192844,,,162.7563814,,,,
,16.89261159,,,33.79993318,,,,
,37.4062625,,,67.14547646,,,,
,41.37802199,,,72.71281685,,,,
,68.638023,,,127.2941287,,,,
,29.58919764,,,45.44796977,,,,
,30.32919214,,,49.98096417,,,,
,35.58891546,,,88.7904922,,,,
,81.03020815,,,169.6013729,,,,
,57.759009,,,109.2677441,,,,
,7.527727983,,,11.15152903,,,,
,7.824609969,,,16.77479525,,,,
,37.12869443,,,67.70193856,,,,
,76.65910506,,,153.9933787,,,,
,68.86834265,,,145.5127267,,,,
,70.79823547,,,141.2390436,,,,
,76.72100661,,,156.8021706,,,,
,28.71527129,,,66.29545797,,,,
,54.82562819,,,106.9299388,,,,
,54.33526403,,,111.5184341,,,,
,73.96325012,,,144.8327243,,,,
,95.68705691,,,191.0888251,,,,
,27.79899448,,,52.35068631,,,,
,79.32816728,,,153.367636,,,,
,65.99705485,,,133.7312282,,,,
,58.02378709,,,121.7130273,,,,
,77.48797793,,,156.4390003,,,,
,94.40324664,,,193.7937629,,,,
,3.669141787,,,0,,,,
,14.74001025,,,17.44266858,,,,
,75.62872315,,,155.4278813,,,,
,8.379135291,,,23.63708449,,,,
,51.61237007,,,103.7233128,,,,
,21.98607766,,,57.45251313,,,,
,27.42957038,,,63.93612875,,,,
,70.18404829,,,167.173805,,,,
,3.019277327,,,4.030469514,,,,
,87.33194279,,,164.6753976,,,,
,44.44789554,,,81.49442316,,,,
,50.23932939,,,94.82368072,,,,
,54.00479637,,,112.7699066,,,,
,64.55442946,,,107.5281733,,,,
,34.48565866,,,82.15682751,,,,
,10.11074906,,,17.8285322,,,,
